Data1,Data2,Output
-0.94,-0.37,0
-0.64,-0.74,0
-0.86,0.54,0
-0.95,0.64,0
-0.20,-0.32,1
0.20,-1.11,0
0.58,0.09,1
-0.54,-0.65,0
0.77,-0.69,0
0.98,-0.16,0
-0.95,0.66,0
0.25,0.16,1
0.98,0.54,0
-0.83,-0.37,0
-0.06,-0.29,1
0.13,-0.41,1
0.46,-1.00,0
0.21,0.27,1
-0.26,-0.35,1
0.63,-0.30,1
0.40,-0.00,1
-0.33,0.06,1
0.35,-0.22,1
-0.25,0.21,1
-0.36,0.97,0
-0.28,-0.17,1
-0.16,0.89,0
0.31,0.05,1
0.48,0.79,0
-0.90,-0.04,0
-0.45,0.27,1
0.22,0.26,1
-0.35,-0.07,1
0.30,0.05,1
-0.92,-0.44,0
-0.24,-0.46,1
0.11,0.27,1
0.24,0.26,1
-0.20,-0.23,1
0.24,0.31,1
-0.62,0.94,0
0.92,-0.29,0
0.74,-0.57,0
-0.52,-0.99,0
0.27,0.37,1
-0.26,-0.18,1
-0.06,-1.12,0
0.36,-0.28,1
0.52,0.07,1
0.85,0.34,0
-0.21,-0.10,1
0.05,-1.12,0
0.54,-0.90,0
0.04,0.42,1
0.60,-0.06,1
0.01,-0.90,0
-0.27,-0.04,1
0.18,-0.96,0
0.27,-0.00,1
-0.74,0.67,0
-0.13,0.29,1
0.94,0.65,0
0.38,0.08,1
-0.22,-1.12,0
0.07,0.53,1
-1.14,-0.36,0
0.45,0.03,1
-0.97,0.29,0
0.01,0.95,0
-1.07,0.35,0
0.65,0.73,0
0.28,0.35,1
0.75,-0.52,0
0.30,0.34,1
0.29,-0.39,1
-0.02,-0.38,1
-0.59,-0.20,1
-1.00,-0.12,0
-0.34,0.03,1
0.40,-0.27,1
0.49,-0.11,1
0.21,-0.31,1
0.54,0.99,0
-1.08,0.07,0
0.04,0.40,1
-0.49,0.05,1
0.76,1.05,0
0.21,-0.34,1
-0.33,-0.83,0
0.11,0.35,1
-1.06,0.20,0
0.20,-0.40,1
-0.72,-0.60,0
-0.73,0.91,0
-0.22,-0.06,1
0.20,1.04,0
0.61,0.09,1
0.41,-0.14,1
0.16,0.42,1
0.50,-0.04,1
1.03,-0.48,0
0.94,-0.01,0
0.36,-0.90,0
-0.14,0.43,1
-0.17,-0.78,0
0.17,1.02,0
0.17,-0.34,1
0.34,0.28,1
0.04,0.96,0
0.33,0.07,1
-0.34,0.24,1
0.33,0.04,1
0.86,-0.08,0
0.21,-0.31,1
-0.14,-0.22,1
0.89,0.03,0
-0.32,-0.20,1
-0.42,0.94,0
-0.21,0.86,0
0.34,-0.01,1
0.33,-0.33,1
-0.28,0.19,1
-0.12,0.20,1
0.33,0.47,1
-0.40,-0.30,1
0.03,-1.07,0
0.41,0.05,1
-0.22,0.15,1
-0.98,-0.46,0
0.86,0.51,0
-0.45,-0.42,1
-0.38,-0.21,1
0.13,-1.19,0
-0.50,1.03,0
-1.00,-0.41,0
0.10,-0.36,1
-0.11,-0.29,1
0.25,0.37,1
0.29,-1.09,0
1.12,-0.22,0
0.28,0.93,0
0.08,1.02,0
-0.83,-0.49,0
-0.95,0.23,0
-0.12,0.44,1
-0.37,0.12,1
0.24,0.43,1
-0.88,0.33,0
0.17,-0.20,1
-0.11,0.46,1
-0.29,0.99,0
0.83,-0.54,0
-0.15,0.52,1
0.52,-0.77,0
-1.01,0.19,0
-0.07,-0.34,1
0.41,-0.01,1
0.33,0.28,1
0.82,0.29,0
0.30,0.20,1
-0.14,-0.23,1
0.13,-0.28,1
-0.76,0.68,0
0.47,0.22,1
-0.76,0.50,0
0.23,-0.28,1
0.11,-0.92,0
1.12,0.17,0
-0.49,0.29,1
-0.01,-0.95,0
-0.39,-1.01,0
-0.48,0.17,1
-0.17,1.07,0
-0.36,-0.06,1
0.89,0.51,0
0.23,-0.02,1
1.00,-0.14,0
-0.47,-0.86,0
-0.15,-0.97,0
-0.66,-0.73,0
-0.98,0.28,0
0.38,-0.34,1
-0.41,-0.22,1
0.87,0.28,0
-0.20,-0.43,1
0.99,0.35,0
-0.73,0.14,0
0.85,-0.35,0
-0.59,0.83,0
0.51,-1.07,0
-0.12,0.38,1
-0.08,-0.39,1
-0.35,-0.09,1
-0.50,1.04,0
1.00,0.22,0
-0.56,-0.63,0
0.47,0.91,0
0.87,-0.27,0
-1.03,-0.27,0
-0.47,-0.11,1
-0.42,-0.93,0
-0.45,-0.83,0
0.36,-0.30,1
-0.90,-0.51,0
-1.02,0.34,0
-0.14,-0.30,1
-0.55,-0.69,0
0.58,-0.81,0
-0.11,1.17,0
0.59,0.68,0
0.34,-0.19,1
0.06,-1.00,0
0.07,0.15,1
0.05,0.97,0
-0.84,0.48,0
0.94,0.26,0
-0.11,-0.24,1
-0.29,-0.26,1
0.25,0.45,1
-0.88,-0.56,0
-0.24,-1.02,0
0.25,-1.05,0
0.96,-0.02,0
0.10,0.38,1
0.27,-0.30,1
0.52,-0.94,0
-0.17,0.28,1
0.06,0.90,0
-0.87,-0.43,0
-1.09,0.04,0
-0.32,-0.18,1
0.41,0.80,0
-0.56,-0.01,1
-1.02,-0.06,0
0.32,-0.21,1
0.18,0.43,1
1.01,-0.16,0
0.31,-1.09,0
-0.26,0.31,1
-0.89,-0.05,0
1.10,0.18,0
-0.77,0.50,0
0.36,0.01,1
-0.86,-0.79,0
0.47,-0.85,0
-0.33,0.55,1
0.51,0.80,0
-1.02,-0.54,0
0.08,-0.82,0
-0.15,-0.28,1
-0.32,0.33,1
0.19,-0.32,1
0.95,-0.32,0
-0.06,-0.40,1
0.09,-1.04,0
-0.03,0.39,1
0.62,0.26,1
-0.28,-0.84,0
0.27,-1.05,0
0.04,-0.32,1
-0.12,-0.33,1
0.95,-0.30,0
-0.60,0.71,0
-0.24,-0.41,1
-0.41,0.16,1
0.42,0.19,1
-0.18,-0.82,0
-0.56,0.89,0
-0.59,-0.08,1
-0.35,-0.53,1
1.06,-0.32,0
1.06,0.07,0
0.25,0.35,1
-0.05,-0.23,1
1.09,-0.32,0
-0.85,0.10,0
-0.24,-0.29,1
0.53,0.42,1
0.20,-0.01,1
0.77,0.64,0
-0.31,-0.16,1
0.34,0.06,1
0.21,1.15,0
-0.24,0.19,1
-0.46,0.09,1
-0.32,0.94,0
-0.19,0.35,1
0.13,-1.04,0
-0.14,-0.93,0
-0.33,-0.18,1
-0.58,-0.98,0
0.02,-1.05,0
-0.41,0.88,0
-0.79,0.66,0
0.88,0.26,0
-0.05,0.30,1
0.23,1.10,0
-0.74,-0.93,0
0.08,0.29,1
-0.94,0.51,0
-0.06,-1.08,0
-0.81,0.63,0
-0.46,0.03,1
-1.01,-0.16,0
0.70,0.68,0
-0.23,0.48,1
0.03,1.05,0
0.12,-0.25,1
0.24,0.85,0
-0.43,0.14,1
-0.82,-0.47,0
0.21,-0.39,1
0.16,0.46,1
0.01,0.82,0
-0.89,0.61,0
-0.42,-0.05,1
0.43,-0.03,1
-0.28,0.17,1
-0.27,-0.32,1
-0.14,0.46,1
0.17,-0.10,1
-0.90,0.42,0
0.06,1.03,0
0.47,-0.02,1
-0.19,-0.06,1
-0.05,1.08,0
-0.31,-0.27,1
-0.31,0.79,0
0.31,-0.50,1
-0.41,0.89,0
0.24,-0.12,1
0.87,0.50,0
0.83,0.23,0
0.85,0.24,0
-0.39,1.00,0
0.35,0.10,1
0.91,0.78,0
-0.24,-0.36,1
-0.20,0.25,1
1.01,-0.35,0
-0.67,-0.82,0
-0.28,1.00,0
-0.39,0.19,1
0.36,0.28,1
0.40,0.72,0
-0.96,0.24,0
0.23,0.31,1
-0.39,0.15,1
0.37,-0.33,1
-0.88,-0.47,0
-0.82,0.73,0
-0.39,0.02,1
-0.54,-0.88,0
-0.57,-0.74,0
0.41,-0.94,0
0.06,-0.44,1
0.12,-1.00,0
0.28,-0.21,1
-0.37,0.29,1
0.11,-0.36,1
0.34,-0.20,1
0.57,-0.81,0
0.40,-0.91,0
0.67,0.94,0
-1.11,0.11,0
-0.32,0.26,1
0.07,0.44,1
0.64,0.94,0
-0.36,0.21,1
-0.75,-0.76,0
0.95,0.14,0
0.30,-0.17,1
0.27,-0.45,1
-0.86,0.35,0
-1.02,0.29,0
-0.27,0.39,1
0.30,-0.85,0
0.26,-0.53,1
0.74,-0.79,0
0.33,0.97,0
0.00,0.39,1
-0.37,-0.22,1
-0.79,0.25,0
0.38,-0.18,1
-0.31,-1.06,0
-0.13,0.87,0
-0.32,0.30,1
0.78,-0.77,0
0.13,0.43,1
0.07,1.21,0
0.88,-0.34,0
0.04,0.54,1
-0.02,-1.02,0
0.82,0.39,0
-0.40,-0.85,0
-0.19,1.12,0
-0.24,1.09,0
-0.42,-0.13,1
0.18,0.32,1
0.17,0.80,0
-0.08,-0.28,1
-0.52,-0.80,0
-0.25,0.91,0
0.02,-1.17,0
-0.20,-1.02,0
0.41,0.83,0
0.16,0.30,1
-0.15,0.45,1
-0.03,-0.52,1
-0.64,0.77,0
-0.78,-0.57,0
-0.21,-0.26,1
-0.10,0.53,1
0.47,-0.81,0
-0.26,-0.99,0
0.35,0.28,1
-0.01,-0.29,1
-0.33,0.24,1
-0.12,-0.37,1
-0.84,0.68,0
0.33,0.82,0
-0.21,-0.47,1
-0.35,0.16,1
-0.64,-0.64,0
-0.88,-0.21,0
-0.51,-0.72,0
1.00,-0.13,0
-0.16,-0.45,1
-0.26,0.46,1
-0.31,-0.23,1
1.13,0.03,0
-0.71,-0.60,0
-0.12,0.39,1
-0.54,-0.91,0
1.10,-0.31,0
-0.93,0.61,0
-0.47,0.07,1
0.39,0.27,1
-0.51,0.89,0
0.11,0.85,0
-0.85,0.81,0
-0.32,0.15,1
-0.23,-0.11,1
-0.83,0.48,0
-0.68,-0.71,0
0.52,0.17,1
-0.14,-0.41,1
0.40,0.07,1
-0.83,0.25,0
-0.29,0.85,0
-0.13,-0.44,1
-0.73,0.60,0
-0.26,-0.94,0
-0.45,0.03,1
-0.16,-0.16,1
-0.08,-1.07,0
-0.76,0.66,0
0.33,-0.99,0
0.09,-0.32,1
0.00,-0.43,1
-0.22,-0.94,0
-1.15,-0.05,0
-0.11,-0.31,1
-0.19,0.34,1
0.05,1.06,0
0.36,0.09,1
-0.23,0.03,1
-0.56,0.72,0
-0.45,-0.03,1
0.50,-0.08,1
0.60,-0.63,0
0.35,0.01,1
0.59,-0.85,0
0.92,-0.34,0
0.07,0.89,0
0.35,0.16,1
0.34,0.03,1
-0.67,0.68,0
-1.08,0.19,0
-0.03,-0.23,1
0.16,-0.27,1
0.46,-0.79,0
-0.33,0.25,1
0.51,0.02,1
0.00,0.25,1
0.40,-0.06,1
-0.47,-0.82,0
0.35,-0.21,1
0.92,0.34,0
-0.13,-0.29,1
-0.36,1.01,0
-0.17,-1.00,0
-0.59,0.13,1
-0.97,-0.39,0
-0.29,0.30,1
-0.07,-0.30,1
0.36,-0.57,1
0.44,0.22,1
-0.72,-0.81,0
0.36,0.13,1
0.70,-0.83,0
0.36,1.16,0
0.39,0.14,1
-0.97,0.42,0
-0.81,0.72,0
-0.57,0.80,0
-0.88,0.06,0
0.85,0.29,0
-0.30,-0.21,1
-0.41,-0.13,1
0.24,-0.11,1
0.43,0.23,1
0.14,-1.02,0
0.44,0.01,1
-1.07,-0.24,0
-0.42,-0.91,0
0.89,0.33,0
-0.42,-0.04,1
0.08,-0.39,1
0.25,-0.12,1
-0.39,-0.03,1
-1.08,-0.03,0
-0.59,0.92,0
-0.18,0.47,1
-0.42,-0.01,1
-0.32,0.01,1
-0.99,-0.15,0
0.21,-0.24,1
0.39,0.98,0
0.03,-0.48,1
-0.26,-0.38,1
0.07,-0.46,1
-0.30,-0.28,1
0.26,0.35,1
0.12,-0.48,1
-0.04,-0.38,1
-0.20,0.29,1
-0.68,-0.61,0
0.01,-0.48,1
0.42,0.16,1
1.00,0.41,0
1.08,-0.02,0
1.02,-0.52,0
-0.46,-0.94,0
-0.38,0.37,1
0.03,0.54,1
-0.24,0.45,1
-0.45,-0.88,0
0.10,0.42,1
-0.55,-0.99,0
-0.40,0.06,1
-0.22,-0.12,1
-0.24,0.06,1
0.35,-0.27,1
-0.07,-0.20,1
-0.15,-0.27,1
0.95,-0.40,0
-0.36,-0.91,0
1.03,0.07,0
0.17,-1.09,0
-0.03,-0.27,1
0.50,-0.84,0
0.15,-0.88,0
-0.01,-0.47,1
-0.92,0.35,0
-0.12,1.02,0
0.43,-0.24,1
-0.47,0.13,1
-0.13,0.23,1
0.16,0.33,1
0.50,-0.23,1
0.04,0.48,1
-0.65,-0.82,0
0.92,0.15,0
-0.16,-0.84,0
-0.13,-0.43,1
-0.64,0.75,0
-0.44,-0.06,1
-0.14,-0.41,1
1.03,-0.14,0
0.21,0.21,1
0.12,-0.31,1
-0.68,0.90,0
0.29,-0.32,1
-1.10,0.01,0
0.43,0.30,1
-0.38,0.28,1
0.46,0.03,1
0.41,-0.22,1
-0.76,0.60,0
-0.16,-0.20,1
-0.36,-0.26,1
-0.40,-0.12,1
-0.41,0.11,1
1.06,-0.06,0
0.45,-0.18,1
0.73,-0.66,0
0.16,0.97,0
0.15,1.04,0
-0.37,0.04,1
-0.04,1.15,0
-0.60,-0.02,1
-0.26,-0.15,1
0.98,-0.32,0
-0.28,0.13,1
0.31,0.35,1
0.01,0.41,1
0.27,-0.38,1
-0.08,-0.24,1
-0.13,0.95,0
0.19,-0.04,1
-0.46,0.31,1
0.02,-0.29,1
0.88,-0.11,0
-0.98,-0.35,0
-0.61,0.80,0
-0.92,0.30,0
0.66,-0.55,0
0.64,-0.51,0
0.22,-0.45,1
0.36,0.28,1
0.82,-0.75,0
0.66,0.82,0
0.72,-0.78,0
-0.26,-0.16,1
-0.26,0.26,1
-0.83,0.63,0
0.10,-0.92,0
-0.00,-0.86,0
-0.94,0.12,0
0.20,-0.88,0
0.14,0.95,0
0.04,-0.42,1
0.29,0.28,1
-0.83,-0.46,0
-1.06,0.15,0
-0.08,1.06,0
-0.96,0.64,0
0.79,0.14,0
0.37,0.43,1
-1.15,-0.59,0
0.93,0.68,0
-0.09,0.55,1
0.37,0.26,1
0.37,1.03,0
-0.34,-0.20,1
-0.85,0.04,0
-0.39,0.86,0
-0.72,0.74,0
0.24,-0.49,1
0.64,-0.85,0
-0.02,-0.88,0
0.93,-0.42,0
-0.36,-0.08,1
0.05,-0.44,1
-0.09,0.40,1
-0.19,0.42,1
-0.38,-0.49,1
0.29,-0.11,1
1.14,-0.16,0
-0.89,0.65,0
1.02,-0.26,0
-0.71,0.76,0
-0.10,-0.23,1
-0.23,0.32,1
-0.24,0.50,1
-0.21,-1.23,0
-0.18,0.33,1
-0.94,0.22,0
-0.33,1.24,0
0.89,0.25,0
0.55,0.14,1
-0.66,-0.76,0
-0.99,-0.25,0
0.58,1.04,0
0.77,-0.49,0
0.17,0.89,0
-0.30,-0.32,1
0.36,0.08,1
0.15,-0.36,1
-0.27,-0.87,0
-0.17,-0.29,1
0.36,-0.12,1
0.11,-1.07,0
-0.01,1.19,0
0.28,0.11,1
-0.18,1.11,0
0.72,0.76,0
0.13,0.36,1
-0.37,1.05,0
0.51,-0.09,1
0.71,-0.53,0
0.09,-0.36,1
0.51,-0.02,1
-1.02,0.20,0
0.24,-0.17,1
0.26,-0.11,1
-0.32,0.37,1
0.04,0.93,0
-1.04,0.02,0
0.07,-0.21,1
0.34,0.09,1
-0.66,-0.80,0
0.33,0.28,1
0.17,-0.93,0
0.18,0.20,1
-0.19,0.34,1
0.25,-0.26,1
-0.04,-0.39,1
0.94,0.17,0
-0.35,-0.03,1
0.95,0.09,0
-0.85,0.34,0
-0.97,0.18,0
-0.34,0.11,1
0.40,0.05,1
0.99,-0.20,0
0.57,0.25,1
0.13,0.31,1
-0.05,0.35,1
-0.23,0.22,1
-0.18,-1.11,0
-0.26,0.17,1
-0.95,0.21,0
-0.24,-0.35,1
-0.22,-0.38,1
-0.99,-0.06,0
0.23,-0.11,1
-0.99,-0.19,0
0.24,0.50,1
0.16,-0.43,1
0.25,-0.37,1
0.27,0.87,0
0.45,-0.13,1
-0.38,0.10,1
-0.33,-0.27,1
0.18,-0.31,1
1.14,-0.39,0
0.30,0.22,1
0.19,0.29,1
-0.33,0.10,1
0.06,-0.92,0
-0.96,0.32,0
0.36,-0.04,1
-0.85,0.16,0
0.41,0.11,1
-0.39,0.03,1
-0.39,-0.30,1
-0.45,0.20,1
0.09,-0.30,1
0.48,-0.91,0
-0.85,0.56,0
0.40,-0.27,1
0.47,-0.01,1
-0.28,0.22,1
0.41,-0.28,1
0.64,-0.71,0
-0.35,0.00,1
0.74,0.61,0
0.93,0.42,0
-0.81,0.57,0
0.81,0.81,0
-0.17,-0.29,1
0.11,-1.14,0
0.11,0.30,1
0.15,0.18,1
0.19,0.16,1
-0.11,-0.94,0
-0.22,0.41,1
0.59,0.78,0
0.94,-0.38,0
-0.32,0.09,1
0.97,0.11,0
-1.02,-0.19,0
-0.11,0.36,1
-0.30,-0.27,1
-0.20,0.88,0
-0.26,-0.97,0
-0.10,-0.44,1
0.30,-0.09,1
0.00,0.30,1
0.90,-0.27,0
0.14,-1.04,0
0.17,1.07,0
-1.06,0.23,0
-0.40,-0.13,1
-0.61,0.79,0
0.13,-0.89,0
0.21,-0.33,1
0.92,-0.23,0
0.77,0.48,0
0.03,0.51,1
0.35,-0.18,1
0.45,1.04,0
-0.13,-0.95,0
0.01,1.01,0
-0.14,0.29,1
0.94,-0.57,0
-0.10,0.35,1
0.19,0.43,1
0.08,0.24,1
0.19,0.45,1
0.90,0.56,0
-0.24,0.33,1
-0.42,0.82,0
-0.91,0.34,0
0.68,0.81,0
0.38,-0.02,1
-0.02,-0.91,0
0.35,-0.06,1
0.21,0.49,1
-0.38,-0.32,1
0.08,-0.32,1
0.08,0.28,1
-1.08,0.00,0
-0.89,0.59,0
0.35,1.05,0
1.06,0.10,0
-1.14,0.21,0
0.15,-0.05,1
0.94,-0.58,0
0.26,1.04,0
-0.01,0.35,1
-0.13,0.48,1
-0.78,-0.47,0
0.56,0.93,0
0.73,-0.65,0
0.56,0.99,0
-0.88,-0.54,0
-0.54,-0.32,1
-0.15,0.12,1
-0.07,-0.28,1
-0.17,0.41,1
0.49,0.91,0
-0.47,-0.95,0
-0.93,0.16,0
-0.52,0.08,1
0.27,-0.23,1
-0.49,-0.09,1
0.34,-0.22,1
0.34,0.08,1
0.07,0.41,1
0.48,-0.89,0
0.20,-0.27,1
-0.45,0.72,0
-0.43,1.01,0
0.27,-0.06,1
0.50,-0.14,1
0.38,0.06,1
-0.33,-0.35,1
0.03,-1.13,0
-0.02,0.43,1
-0.42,-1.32,0
0.35,-0.22,1
0.22,0.90,0
-0.58,0.76,0
0.86,-0.42,0
0.97,0.65,0
0.41,-0.21,1
0.61,-0.02,1
-0.56,-0.08,1
-0.37,-0.21,1
0.39,-0.33,1
0.47,-0.05,1
0.37,0.10,1
-0.52,-0.09,1
0.44,-0.38,1
0.25,0.21,1
0.20,-0.17,1
0.15,-0.35,1
0.29,0.15,1
-0.03,-1.06,0
-0.27,0.80,0
0.80,0.36,0
-0.30,-1.05,0
-0.35,0.24,1
-0.46,0.08,1
-0.29,0.33,1
-0.75,-0.65,0
0.36,-0.03,1
-0.11,-0.34,1
0.07,-1.28,0
0.10,-0.50,1
-1.08,-0.01,0
0.10,0.52,1
-0.06,-0.41,1
-0.12,-1.15,0
1.04,0.39,0
-0.37,0.80,0
0.33,-0.17,1
-0.52,1.08,0
-0.38,-0.39,1
0.22,0.90,0
-0.42,0.07,1
0.60,-0.83,0
0.67,0.54,0
-0.05,-1.12,0
0.58,-0.03,1
-0.88,0.73,0
-0.14,-0.29,1
0.39,0.35,1
-0.50,0.29,1
0.10,-0.80,0
-0.28,0.41,1
0.20,0.17,1
0.24,0.16,1
-0.82,-0.16,0
-0.98,-0.16,0
0.21,0.27,1
-0.59,0.77,0
-0.21,0.45,1
-0.61,-0.74,0
-0.26,0.10,1
-0.91,0.18,0
-0.41,0.09,1
0.06,-1.01,0
0.62,0.75,0
0.31,0.44,1
-0.40,0.36,1
0.74,0.61,0
-0.33,0.15,1
-0.12,-0.30,1
-0.74,-0.90,0
-1.15,0.30,0
0.37,-0.01,1
-0.26,0.31,1
0.66,-1.08,0
-0.61,0.61,0
0.64,-0.15,1
-0.34,-0.43,1
0.99,0.13,0
-0.79,-0.65,0
0.20,-0.55,1
1.01,-0.04,0
-0.92,-0.57,0
0.01,0.36,1
-0.55,-0.79,0
-0.32,-0.92,0
0.77,-0.44,0
0.44,-0.21,1
-0.33,-0.20,1
0.35,0.04,1
0.28,0.07,1
-0.96,0.18,0
0.09,0.16,1
0.91,-0.41,0
0.48,0.14,1
-0.15,0.51,1
0.26,-0.30,1
0.90,0.56,0
-0.97,0.49,0
0.42,0.27,1
-0.49,0.06,1
-0.99,-0.17,0
1.07,-0.11,0
-0.36,-1.17,0
-0.11,0.55,1
0.23,-0.36,1
1.12,-0.11,0
0.83,-0.59,0
0.05,-0.41,1
0.23,0.34,1
0.25,0.06,1
-1.00,0.10,0
-0.17,0.32,1
-0.69,0.83,0
-0.17,0.13,1
0.46,-0.21,1
-0.80,0.22,0
0.20,1.02,0
-0.19,0.75,0
-0.30,0.17,1
0.22,1.18,0
-0.99,0.71,0
0.37,-0.84,0
0.27,-0.34,1
0.15,0.30,1
-0.10,-0.37,1
0.82,-0.60,0
0.22,-0.22,1
-0.37,0.27,1
0.01,-0.93,0
0.20,-0.15,1
-0.14,0.16,1
-0.85,-0.71,0
0.68,0.77,0
-0.16,0.26,1
-0.87,-0.10,0
-0.42,0.79,0
0.01,0.39,1
-0.34,-0.26,1
-0.83,-0.43,0
-0.15,0.40,1
0.27,0.21,1
-0.08,0.40,1
1.08,-0.05,0
-0.41,-0.03,1
0.30,0.77,0
-0.13,0.49,1
0.27,-0.26,1
1.01,-0.49,0
-1.01,0.25,0
-0.44,0.19,1
0.17,-0.41,1
0.38,-0.04,1
-1.02,-0.02,0
0.15,-0.27,1
-0.98,0.26,0
-0.53,0.88,0
0.64,0.69,0
0.85,-0.26,0
-0.48,-0.20,1
0.27,0.08,1
0.88,0.55,0
0.86,-0.57,0
-0.08,-0.39,1
-0.16,-0.93,0
-0.30,-0.42,1
0.34,-0.36,1
-0.01,0.37,1
-0.67,-0.66,0
1.07,0.17,0
-0.39,0.03,1
-0.41,-0.25,1
0.39,0.01,1
-0.39,0.11,1
-0.01,0.49,1
-0.46,0.89,0
-0.24,-0.86,0
0.31,-0.26,1
-0.23,0.19,1
-0.04,-0.95,0
-0.86,-0.23,0
0.36,-0.07,1
-0.34,1.02,0
0.38,-0.08,1
0.41,-0.10,1
0.73,-0.41,0
0.68,-0.77,0
0.06,-1.13,0
-0.21,0.38,1
0.31,0.46,1
-0.99,0.32,0
-0.27,0.21,1
0.06,0.48,1
0.67,0.63,0
0.39,-0.31,1
0.87,-0.37,0
0.21,-0.51,1
-0.69,-0.61,0
0.17,-0.09,1
-0.20,0.46,1
-0.34,0.12,1
-0.18,0.41,1
0.16,-0.52,1
-0.62,-0.30,1
-0.40,0.14,1
-0.02,0.38,1
-0.20,-0.27,1
0.47,-0.20,1
-0.11,-0.40,1
0.76,-0.76,0
1.03,-0.03,0
0.34,0.38,1
0.74,0.54,0
-0.85,0.52,0
-0.91,0.11,0
-0.42,0.32,1
-0.54,0.87,0
-0.24,-0.92,0
-0.41,0.06,1
-0.08,-0.99,0
0.24,0.20,1
-0.24,-0.26,1
-0.92,0.27,0
0.41,-0.85,0
0.12,0.27,1
0.03,0.33,1
0.98,-0.05,0
-0.60,0.08,1
0.34,-0.26,1
-0.03,-0.93,0
-0.56,-0.10,1
-0.07,-0.28,1
-0.15,-0.29,1
0.33,-0.03,1
0.30,0.16,1
-0.02,1.02,0
-0.21,-0.03,1
-0.44,-0.33,1
-0.32,-0.37,1
-0.31,1.00,0
-0.39,0.48,1
0.19,-0.14,1
-0.08,-0.17,1
0.38,-0.21,1
-0.30,-0.12,1
-0.07,0.48,1
0.47,-0.12,1
0.43,0.94,0
-1.00,0.20,0
-0.91,-0.16,0
-0.32,-0.00,1
-0.50,0.97,0
0.35,0.13,1
0.20,0.11,1
0.56,0.78,0
0.57,0.05,1
0.84,0.76,0
0.92,0.23,0
-0.64,1.03,0
-0.95,0.57,0
-0.46,-0.66,0
-0.42,-0.19,1
0.44,0.94,0
0.74,0.68,0
-0.17,-0.44,1
-0.35,-0.08,1
-0.76,0.61,0
1.09,0.23,0
1.00,0.01,0
-0.11,0.89,0
0.30,-0.33,1
-0.38,-0.04,1
1.01,-0.31,0
0.54,0.99,0
-0.13,1.07,0
-0.13,-0.59,1
-0.36,0.24,1
0.99,-0.44,0
0.35,0.06,1
0.28,0.41,1
0.15,-0.45,1
-0.47,-0.05,1
-0.42,-0.16,1
-0.44,-0.37,1
0.32,-0.29,1
-0.85,-0.48,0
-0.65,0.82,0
-1.04,-0.15,0
-0.26,-0.82,0
0.26,-0.17,1
0.25,-0.23,1
-0.15,-0.23,1
-0.04,-0.31,1
-0.45,0.02,1
-0.26,0.50,1
1.01,-0.40,0
-0.52,-0.82,0
0.02,-0.38,1
-0.08,-0.35,1
-0.09,0.25,1
-0.20,-0.27,1
0.46,-0.15,1
-0.50,0.08,1
-0.98,0.64,0
-0.76,0.85,0
0.16,-0.39,1
0.33,-0.09,1
1.00,-0.27,0
0.37,0.23,1
-0.40,0.13,1
0.81,0.60,0
-0.44,0.85,0
0.41,-0.88,0
-0.23,0.43,1
-1.09,-0.18,0
-0.77,0.55,0
0.13,-1.08,0
-1.11,-0.41,0
0.06,0.57,1
-0.18,0.50,1
-0.69,0.74,0
0.40,-0.27,1
0.13,0.38,1
-0.04,-0.56,1
0.15,0.42,1
-1.00,0.45,0
0.40,-0.25,1
0.42,0.27,1
0.92,0.48,0
0.37,0.21,1
0.54,0.92,0
-0.27,-1.04,0
0.96,-0.37,0
0.11,0.34,1
-0.06,-0.56,1
-0.94,0.36,0
0.20,-0.36,1
0.40,0.29,1
0.32,-0.30,1
0.79,0.48,0
-0.66,0.68,0
0.51,0.13,1
0.14,0.52,1
0.44,-0.01,1
-0.03,0.90,0
-0.14,-0.19,1
-0.92,0.12,0
0.51,-0.65,0
-0.54,0.56,0
0.44,-0.22,1
0.32,0.88,0
0.41,-0.08,1
-0.18,1.05,0
-0.07,-0.36,1
0.84,0.80,0
-0.99,-0.41,0
-0.13,-0.25,1
-0.47,0.86,0
0.43,-0.27,1
-0.03,1.02,0
-0.98,-0.11,0
0.09,1.18,0
0.04,0.20,1
-0.20,-0.01,1
0.39,0.24,1
0.13,-0.37,1
0.83,0.44,0
-0.44,-0.09,1
0.39,1.04,0
-0.82,-0.51,0
0.43,0.16,1
0.40,0.15,1
0.46,0.00,1
0.63,0.57,0
0.28,0.02,1
0.10,0.96,0
0.24,-0.12,1
0.95,-0.61,0
0.01,0.39,1
0.28,-0.31,1
-0.36,-0.98,0
0.19,-1.04,0
-0.77,-0.66,0
0.55,-0.85,0
-0.71,-0.64,0
0.03,0.29,1
0.12,0.22,1
-0.52,-0.08,1
0.28,0.05,1
-0.88,-0.20,0
-0.72,-0.37,0
0.26,-1.07,0
-0.94,-0.75,0
-0.27,0.47,1
0.29,-0.01,1
-0.40,0.16,1
-0.13,-0.46,1
-0.22,-1.01,0
0.32,-0.41,1
-0.37,-0.34,1
-1.06,-0.17,0
-1.00,-0.00,0
-0.67,-0.64,0
-0.28,-0.14,1
-0.30,-0.05,1
0.26,0.01,1
0.23,1.15,0
0.53,-0.74,0
0.25,0.01,1
-0.22,0.08,1
-0.69,0.61,0
0.08,0.55,1
-0.89,0.03,0
1.15,-0.13,0
-0.90,0.52,0
-0.27,-0.35,1
-0.00,-0.47,1
-0.05,-0.39,1
