Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Waterfront,View,Condition,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,Price
5,2.75,1690,4500,1,0,0,5,970,720,1943,0,3255000
3,1.75,1290,3930,1,0,0,3,1170,120,1943,0,3255000
3,1.75,1170,3640,1,0,0,3,720,450,1943,2013,3234000
3,1.5,2500,4370,1.5,0,0,5,1730,770,1941,1984,3220000
3,1,1060,2684,1,0,0,3,1060,0,1958,0,3220000
3,1,1270,4320,1,0,0,3,1120,150,1954,0,3220000
3,1,970,3120,1,0,0,4,720,250,1943,0,3220000
2,1,1100,3450,1.5,0,0,5,1100,0,1920,0,3150000
2,1,830,3986,1,0,0,3,830,0,1943,0,3150000
3,1.75,1550,3500,1,0,0,3,830,720,1945,0,3150000
2,1,670,4095,1,0,0,3,670,0,1943,0,3150000
5,3,2420,1650,1,0,0,5,1360,1060,1929,1969,3150000
3,2.75,1730,3450,2,0,2,3,1480,250,1975,0,3150000
2,0.75,720,6750,1,0,0,3,720,0,1949,0,3150000
3,2.5,1970,9000,1.5,0,0,3,1230,740,1927,0,3150000
4,3.25,1790,3069,2,0,0,4,1100,690,2000,0,3150000
2,2.5,1400,4500,2,0,0,3,1160,240,2008,0,3143000
3,3,1730,5495,2,0,0,3,1440,290,2008,0,3129000
3,2.5,1020,2398,2,0,0,3,720,300,2004,0,3118850
3,1.5,1070,3000,1,0,0,4,1070,0,1940,0,3115000
1,1,560,3850,1,0,0,3,560,0,1947,0,3115000
4,1,1460,3500,1.5,0,0,3,1340,120,1928,0,3115000
3,2.5,1320,8100,1,0,0,3,660,660,1918,0,3087000
2,1,630,4960,1,0,0,3,630,0,1930,0,3080000
4,1.75,2100,2160,1,0,0,4,1050,1050,1955,0,3080000
4,2.5,2340,3090,2,0,0,3,2340,0,2008,0,3080000
3,1.75,1440,4500,1,0,0,3,1440,0,1985,0,3080000
3,2.25,1440,3800,1,0,0,3,1130,310,1983,0,3045000
3,2.25,2030,3090,1,0,0,4,1360,670,1986,0,3010000
3,2.5,1720,3240,1,0,0,3,1000,720,1983,0,3010000
4,2.25,1960,2835,1,0,0,4,1220,740,1985,0,3010000
3,2.5,1650,4600,2,0,0,3,1650,0,1985,0,3010000
3,2.5,2070,5076,2,0,0,3,2070,0,1987,0,3010000
2,2,1540,3750,1.5,0,0,3,1540,0,1986,0,3010000
3,2.5,1680,3630,2,0,0,3,1680,0,1987,0,3010000
1,1,730,8050,1,0,0,4,730,0,1945,0,3003000
3,1.75,1480,4352,1,0,0,3,1100,380,1920,1985,2975000
3,1,1000,3000,1,0,2,4,1000,0,1933,0,2961000
3,1.5,1060,5850,1,0,0,4,1060,0,1973,0,2940000
4,3,2430,4960,1,0,0,4,1330,1100,1978,0,2940000
3,3,1970,3600,2,1,3,4,1770,200,1980,0,2940000
3,2.5,1656,3660,1,0,0,4,1656,0,1985,0,2940000
2,1,880,3480,1,0,0,4,880,0,1942,0,2940000
2,1,2180,2700,1,0,0,3,1480,700,1959,0,2940000
2,1,1040,3150,1,0,0,3,1040,0,1973,0,2940000
4,2,1700,6615,2,0,0,3,1700,0,1990,0,2940000
2,1,1210,3040,1,0,0,4,1210,0,1940,0,2870000
3,1,1030,3630,1.5,0,0,3,1030,0,1912,0,2870000
5,1.75,2190,6000,1,0,2,3,1380,810,1978,0,2870000
4,2.5,2370,5400,2,0,0,3,2370,0,2001,0,2870000
4,4.25,4480,5200,2,0,0,3,3680,800,2003,0,2852500
5,2.5,3001,3300,2,0,0,3,3001,0,2006,0,2835000
4,2.5,2930,4350,2,0,0,3,2930,0,2008,0,2835000
4,2.5,2506,2640,2,0,0,3,2506,0,2006,0,2835000
3,1,2230,2650,1,0,0,3,1230,1000,1966,0,2800000
1,0.75,760,3960,1,1,4,5,760,0,1936,0,2800000
2,0.75,840,6800,1,0,0,2,840,0,1948,0,2730000
2,1,680,4000,1,0,0,3,680,0,1941,0,2730000
4,2.5,2040,4000,2,0,0,3,2040,0,2003,0,2695000
3,1.5,1980,3934,1,0,0,3,1980,0,1959,0,2660000
3,1.5,1370,2000,1.5,0,0,3,1370,0,1958,0,2660000
3,1.5,1900,3630,1,0,0,3,1120,780,1960,0,2660000
3,1.75,1370,2800,1,0,0,3,1370,0,1959,0,2660000
3,2,1340,2430,1,0,0,3,1340,0,1931,0,2660000
4,2.5,1470,3480,2,0,0,3,980,490,2003,0,2660000
5,2.75,2130,4000,1,0,0,5,1100,1030,1978,0,2660000
6,3,2510,3185,1,0,0,4,1460,1050,1944,0,2653000
4,2.5,2240,4000,1,0,0,3,1520,720,1961,0,2653000
2,1,670,2910,1,0,0,3,670,0,1903,0,2604000
2,1.5,1480,3600,1,0,0,3,1480,0,1974,2006,2590000
3,1.75,1510,4400,1,0,0,3,1510,0,1971,0,2590000
4,4.25,4500,3600,2,0,3,3,2630,1870,2009,0,2590000
3,2.25,3190,2880,2,0,2,3,3190,0,1982,0,2520000
2,3.25,3570,3180,1,0,0,3,2370,1200,1998,0,2520000
3,1.75,1430,3000,1,0,0,3,900,530,1925,1987,2520000
3,1,1120,4400,1,0,0,3,920,200,1905,0,2485000
4,2.25,2870,3000,1.5,0,0,4,1980,890,1905,0,2485000
3,2,2350,3210,1.5,0,0,4,1810,540,1939,0,2450000
3,1.75,1620,3240,1,0,0,3,1110,510,1950,0,2450000
5,1.75,1920,3000,1,0,0,3,1260,660,1951,0,2450000
3,2.5,2500,3500,2,0,0,4,1910,590,1993,0,2450000
5,3.5,4320,4840,2,0,0,4,4320,0,1997,0,2450000
5,2.5,3150,7700,2,0,0,4,3150,0,1969,0,2450000
5,3.25,3950,3635,1,0,0,3,2100,1850,1969,0,2408000
3,2.25,3020,2475,2,0,0,3,2720,300,1969,0,2380000
4,2.5,3430,2787,1.5,0,2,5,3430,0,1979,0,2380000
4,5,4110,3264,2,0,0,4,4110,0,1978,0,2380000
4,2.75,2200,3640,1.5,0,0,3,2200,0,1971,0,2345000
3,2.25,1630,3180,1,0,2,3,1230,400,1983,0,2310000
3,1.75,1340,1836,1,0,2,3,1340,0,1985,0,2275000
3,2.25,2160,3970,2,0,0,4,1580,580,1987,0,2275000
3,1.75,1330,3970,1,0,0,5,710,620,1936,0,2275000
2,1,1300,1950,1,0,0,3,1300,0,1986,0,2240000
3,1,1460,5300,1,0,0,3,1460,0,1959,0,2233000
4,2.75,2160,3000,1,0,0,3,1410,750,1978,0,2135000
3,1.75,1770,2400,1,0,0,3,1770,0,1968,0,2100000
3,1.75,1800,3000,1,0,0,3,1300,500,1972,0,2100000
4,3,2370,3360,1,0,0,3,1380,990,1977,0,2100000
3,1,1250,3420,1,0,0,3,1250,0,1931,0,1960000
5,3.25,3160,1700,1,0,0,5,2190,970,1960,0,1890000
3,2.25,1560,3649,1,0,0,4,1110,450,1968,0,1890000
4,1.75,2030,2990,1.5,0,0,4,2030,0,1975,0,1855000
5,3.5,5110,3000,2,0,0,3,3850,1260,2003,0,1820000
3,3,2330,2400,1,0,0,3,2330,0,1998,0,1767150
4,4.5,3720,3620,2,0,0,3,3720,0,2014,0,1750000
5,4.5,4280,2910,2,0,0,3,4280,0,2014,0,1750000
4,2.25,2540,3850,1,0,0,3,1450,1090,1990,0,1750000
3,1.75,1220,7420,1,0,0,3,1220,0,1981,0,13300000
4,2,1790,8960,2,0,2,2,1790,0,1988,0,12250000
4,2.25,2070,9960,1,0,0,5,1390,680,1977,0,12250000
4,1.75,2160,7500,2,0,0,2,2160,0,1977,0,12215000
4,1.75,1810,7420,1,0,0,5,1390,420,1977,0,11410000
3,1,1010,7500,1,0,0,5,1010,0,1961,0,10850000
1,0.75,940,8580,1,0,0,3,940,0,1944,0,10150000
3,1.75,1400,16200,1,0,0,3,1400,0,1977,0,10150000
3,2,1350,8100,1,0,0,3,1350,0,1986,0,9870000
3,1.75,1210,5750,1,0,0,4,1210,0,1987,0,9800000
3,2.25,1490,13200,1,0,0,4,1170,320,1987,0,9800000
3,2,1540,6000,1.5,0,0,5,1540,0,1939,0,9681000
2,1.75,1360,6550,1,0,0,3,1360,0,1957,1989,9310000
3,1,1010,3500,1,0,0,4,1010,0,1977,0,9240000
3,1.75,1790,7800,1,0,0,3,1790,0,1913,1995,9240000
3,1,1040,6000,1,0,0,3,1040,0,1983,0,9100000
4,2.5,2310,6600,2,0,0,3,2310,0,1978,0,9100000
3,1.75,1460,8500,1,0,0,3,1460,0,1982,0,8960000
3,1.5,2320,4600,1,0,0,3,2320,0,1976,0,8890000
3,1.75,1830,6420,2,0,0,4,1830,0,1913,1964,8855000
3,1.75,1660,4320,1,0,0,3,1660,0,1972,0,8750000
1,1.75,1010,7155,1,0,0,4,1010,0,1968,0,8680000
3,1.5,1390,8050,1,0,0,4,1390,0,1974,0,8645000
3,1.75,1720,4560,1.5,0,0,3,1720,0,1932,2009,8645000
2,1,1050,8800,1.5,0,0,4,1050,0,1913,0,8575000
3,2.25,1370,6540,2,0,0,3,1370,0,1990,0,8540000
3,1.5,1320,6000,1,0,0,3,840,480,1983,0,8463000
4,2.5,1770,8875,2,0,0,3,1770,0,1990,0,8400000
4,2.5,2050,7950,2,0,0,3,2050,0,1989,0,8400000
3,2.5,1920,5500,2,0,0,3,1920,0,1990,0,8400000
5,3.25,3030,7475,2,0,0,3,2150,880,2014,0,8400000
4,2.75,2110,7000,1,0,0,3,1510,600,1962,0,8400000
2,1,1500,4880,1,0,0,3,1100,400,1933,0,8295000
4,2.5,2430,5960,2,0,0,4,2020,410,1919,0,8190000
3,1.75,1770,6840,1,0,0,3,1270,500,1962,0,8120000
4,2.5,1850,7000,2,0,0,3,1850,0,1997,0,8080940
4,2.5,1961,7482,2,0,0,3,1961,0,2006,0,8043000
4,2.5,2990,9000,2,0,0,3,2990,0,2011,0,7980000
4,2.5,2610,6000,2,0,0,3,2610,0,2011,0,7962500
3,2.5,2000,6000,1,0,0,5,1040,960,1981,0,7910000
5,2.5,3050,6550,1,0,0,4,1590,1460,1975,0,7875000
3,2.75,2850,6360,1,0,0,4,1920,930,1976,0,7840000
3,2.75,1960,6480,1,0,0,5,1240,720,1975,0,7700000
5,2.25,2830,6000,2,0,0,4,2830,0,1977,0,7700000
3,2.25,1920,6000,1,0,2,3,1460,460,1977,0,7560000
5,2.5,3020,6000,1,0,2,4,1980,1040,1977,0,7560000
4,2.25,2920,6000,1,0,0,4,1690,1230,1977,0,7525000
3,1.75,2200,6600,1,0,0,5,1500,700,1978,0,7490000
4,2.25,2000,4300,2,0,0,5,2000,0,1976,0,7455000
4,1.75,2450,7440,1,0,2,4,1630,820,1987,0,7420000
4,2.25,2100,7440,2,0,0,4,2100,0,1978,0,7420000
4,2.25,2130,6325,2,0,0,4,2130,0,1977,0,7420000
4,2.25,2350,6000,1,0,0,4,1430,920,1977,0,7350000
3,2.5,2150,5150,2,0,0,4,2150,0,1979,0,7350000
4,2.5,2230,6000,2,0,0,3,2230,0,2002,0,7350000
4,2.5,2400,6000,2,0,0,3,2400,0,2002,0,7350000
4,2.5,2400,11440,2,0,0,3,2400,0,2003,0,7343000
3,2.25,2000,9000,1,0,0,3,1400,600,1979,0,7245000
3,1,1040,7680,1,0,0,3,1040,0,1948,0,7210000
4,2.5,2090,6000,2,0,0,3,2090,0,2014,0,7210000
4,2.5,2100,6000,1.5,0,0,3,2100,0,1914,0,7140000
4,2.5,2100,8880,1.5,0,0,3,2100,0,1914,0,7070000
2,1.75,1340,6240,1,0,0,3,1340,0,1940,0,7070000
6,3.5,2120,6360,2,0,0,5,2120,0,1979,0,7035000
4,3.25,2510,11175,2,0,0,3,2510,0,2003,0,7000000
4,2.25,2600,8880,1,0,0,3,1600,1000,1965,0,6930000
3,2,1300,13200,1,0,0,5,1300,0,1981,0,6930000
4,1.75,2080,7700,1,0,0,4,1040,1040,1955,0,6895000
2,1,2080,6000,1,0,0,3,1040,1040,1960,0,6860000
1,0.75,930,12090,1,0,0,3,930,0,1941,0,6790000
3,2,1320,4000,1,0,0,4,1020,300,1940,0,6790000
3,2,1850,6000,1,0,0,4,1150,700,1952,0,6755000
6,5,2732,5020,2,0,0,3,2732,0,2009,0,6720000
5,3,4290,6600,1,0,3,3,2480,1810,1972,2007,6685000
3,2.5,1790,4040,2,0,0,3,1790,0,1992,0,6650000
3,2.25,2190,4260,1,0,0,3,1390,800,1987,0,6650000
4,2.5,1820,6420,1,0,0,3,1120,700,1987,0,6650000
4,4.25,5010,6500,2,0,1,3,4000,1010,2014,0,6650000
4,1.75,1840,5700,1,0,0,3,1220,620,1967,0,6650000
3,2.25,1720,6000,1,0,0,4,1220,500,1967,0,6650000
3,1.5,1350,6000,1,0,0,3,1350,0,1968,0,6629000
4,1.75,1720,4000,1,0,0,4,1720,0,1969,0,6615000
4,2.75,2170,10500,1,0,0,3,1290,880,1977,0,6615000
2,1,1550,6000,1.5,0,0,3,1550,0,1927,0,6580000
3,3.75,2380,3760,1.5,0,0,3,1690,690,1927,0,6510000
4,1.5,1850,8250,2,0,0,3,1660,190,1929,0,6510000
4,2.25,2250,6670,2,0,0,4,2250,0,1980,0,6510000
2,1.5,1510,3960,2,0,0,4,1510,0,1985,0,6475000
2,1.5,1510,7410,2,0,0,4,1510,0,1985,0,6475000
2,2.5,1470,8580,2,0,0,4,1470,0,1985,0,6440000
3,2.25,1936,5000,1,0,0,3,1936,0,2013,0,6440000
3,2.25,2950,6750,1,0,0,4,2070,880,1966,0,6419000
3,2.25,2120,4800,2,0,1,4,1420,700,1973,0,6405000
3,2.5,2740,7200,2,0,1,4,1510,1230,1977,0,6300000
5,2.5,2740,6000,2,0,0,3,2740,0,1990,0,6300000
2,1,1070,4100,1,0,0,3,1070,0,1902,0,6300000
3,2.5,1990,9000,3,0,0,3,1990,0,2012,0,6300000
3,1,1690,6400,1,0,0,3,1020,670,1967,0,6300000
5,3,2520,6600,1,0,0,3,1550,970,2004,0,6293000
5,2.25,2350,6000,1,0,0,3,2350,0,1961,0,6265000
4,1.5,1280,6600,1,0,0,3,1280,0,1960,0,6230000
2,1,930,5500,1,0,0,3,930,0,1946,0,6230000
2,2,1610,5500,2,0,0,3,1610,0,1930,1983,6195000
2,1,1150,6350,1,0,0,3,1150,0,1920,0,6195000
5,2.5,2360,5500,1,0,0,4,1180,1180,1962,0,6195000
2,1,1180,4500,1,0,0,3,1180,0,1918,0,6160000
4,2,2080,5450,1,0,0,3,1040,1040,1950,0,6160000
4,2.5,2560,6420,2,0,0,3,2560,0,2007,0,6125000
3,1,1250,3240,1,0,0,3,1250,0,1965,0,6107500
3,1.5,1380,6615,1,0,0,5,1380,0,1960,0,6090000
3,1.5,1340,6600,1,0,0,4,1340,0,1960,0,6090000
5,5,4930,8372,2,0,3,3,4160,770,2000,0,6090000
5,2.25,2690,4300,1,0,3,4,2020,670,1956,0,6083000
3,1.75,2640,9620,1,0,3,4,1320,1320,1960,0,6083000
3,2,1260,6800,2,0,0,4,1260,0,1981,0,6020000
2,1,840,8000,1,0,0,3,840,0,1938,0,6020000
3,1,880,6900,1,0,0,4,880,0,1978,0,6020000
3,2.25,1530,3700,1,0,0,3,1070,460,1979,0,5950000
3,1.5,1400,6420,1,0,0,4,1400,0,1964,0,5950000
3,1.5,1010,7020,1,0,0,4,1010,0,1973,0,5950000
4,1.75,2700,6540,1,0,0,3,1380,1320,1958,0,5950000
2,1,1050,7231,1.5,0,0,4,1050,0,1984,0,5950000
4,3.25,2810,6254,1,0,0,3,1680,1130,1980,0,5950000
3,2.25,1840,7320,1,0,0,3,1390,450,1980,0,5950000
3,2,1430,6525,1,0,0,4,990,440,1983,0,5950000
4,2.5,2330,15600,1,0,0,4,1780,550,1984,0,5943000
5,3,2320,7160,1,0,0,4,1370,950,1986,0,5880000
4,3,2570,6500,1,0,0,4,1370,1200,1984,0,5880000
4,2.5,2370,5500,2,0,0,4,2370,0,1987,0,5873000
4,2.5,2500,11460,2,0,0,4,2500,0,1988,0,5873000
3,2.25,1830,4800,1,0,0,4,1290,540,1986,0,5866000
4,2.5,1850,5828,2,0,0,3,1850,0,1985,0,5810000
4,2.25,1770,5200,2,0,0,3,1770,0,1986,0,5810000
4,2.5,3180,4800,2,0,1,3,3180,0,1977,0,5810000
4,2.5,3480,7000,2,0,0,3,3480,0,1988,0,5803000
3,2.5,2850,6000,2,0,0,3,2850,0,1987,0,5775000
3,2.5,2610,5400,2,0,0,3,2610,0,1988,0,5740000
3,1.5,1540,4640,1,0,0,4,1540,0,1972,0,5740000
2,1.5,830,5000,2,0,0,3,830,0,2006,0,5740000
5,2,2270,6360,2,0,0,3,2270,0,1905,0,5740000
2,1,1640,5800,1,0,0,4,1140,500,1954,0,5740000
4,1,1750,6660,1.5,0,0,4,1750,0,1954,0,5652500
3,1,1030,10500,1,0,0,4,1030,0,1954,0,5600000
3,1.75,1260,4800,1,0,0,3,1260,0,1954,2014,5600000
3,1.5,1240,4700,1,0,0,4,1240,0,1954,0,5600000
3,1,1280,5000,1,0,0,4,1280,0,1954,0,5600000
3,1,950,10500,1,0,0,4,950,0,1954,0,5600000
3,1,1420,5500,1,0,0,4,1200,220,1954,0,5600000
3,1.75,1480,6360,1,0,0,5,740,740,1954,0,5600000
3,1,1350,6600,1,0,0,4,1350,0,1954,0,5600000
4,1.5,1920,5136,1,0,0,4,1070,850,1954,0,5600000
4,1,2420,4400,2,0,0,4,2420,0,1945,0,5565000
3,1,950,5400,1,0,0,4,950,0,1954,0,5565000
3,1.5,1690,3300,1.5,0,0,5,1690,0,1954,0,5530000
5,1.75,1240,3650,1,0,0,3,1240,0,1954,0,5530000
3,1,1230,6100,1,0,0,3,1230,0,1954,0,5530000
3,2,1210,6900,1,0,0,4,1210,0,1954,2015,5523000
4,1,1450,2817,1,0,0,4,1450,0,1954,0,5495000
4,1.5,1100,7980,1,0,0,4,1100,0,1954,0,5495000
4,1.75,1700,3150,1,0,0,4,850,850,1954,0,5460000
3,1,1430,6210,1,0,0,5,1430,0,1954,0,5460000
4,1,1800,6100,1,0,0,5,950,850,1955,0,5460000
4,1.75,1700,6600,1,0,0,3,850,850,1955,0,5460000
4,2,1210,6825,1,0,0,4,1210,0,1955,0,5425000
4,1.75,1940,6710,1,0,0,4,1090,850,1955,0,5390000
3,1.75,1700,6450,1,0,0,4,850,850,1955,0,5383000
4,1.75,1900,7800,1,0,0,4,950,950,1955,0,5320000
4,1.5,1820,4600,1,0,0,4,1380,440,1955,0,5285000
3,1,1200,4260,1,0,0,4,1200,0,1955,0,5250000
3,2,1610,6540,1,0,0,5,1090,520,1955,0,5250000
4,2,1700,5500,1,0,0,3,850,850,1955,2010,5250000
4,1.75,1700,10269,1,0,0,3,850,850,1955,0,5250000
3,1,1340,8400,1,0,0,4,1340,0,1955,0,5250000
5,4.25,3920,5300,2,0,0,3,3920,0,1955,2005,5250000
3,1,960,3800,1,0,0,4,960,0,1955,0,5250000
4,1.75,1520,9800,1,0,0,4,1000,520,1955,0,5250000
5,1.75,1910,8520,1,0,0,4,1390,520,1955,0,5250000
3,1.5,1340,6050,1,0,0,4,1340,0,1956,0,5243000
4,1.75,1710,7085,1,0,0,4,1710,0,1955,0,5229000
3,1,1040,3180,1,0,0,4,1040,0,1955,0,5215000
3,1,1120,4500,1,0,0,5,1120,0,1955,0,5215000
3,1.5,1520,7200,1,0,0,4,1000,520,1955,0,5215000
4,2,2070,3410,1,0,0,5,2070,0,1955,0,5145000
4,2,2070,7980,1,0,0,5,2070,0,1955,0,5145000
3,1.5,1000,3000,1,0,0,4,1000,0,1956,0,5110000
3,1,1210,3000,1,0,0,5,1210,0,1955,0,5110000
3,1.5,1430,11410,1,0,0,1,1430,0,1955,0,5110000
3,1.5,1960,6100,1,0,0,4,1020,940,1958,0,5110000
4,1.5,1580,5720,1,0,0,4,1030,550,1955,0,5075000
3,1.5,1120,3540,1,0,0,3,1120,0,1955,0,5040000
4,1.75,1730,7600,1,0,0,4,880,850,1955,0,5040000
3,1.5,1450,10700,1,0,0,3,1450,0,1955,0,5040000
3,1.75,1630,6600,1,0,0,4,1060,570,1955,0,5040000
3,1,1250,4800,1,0,0,4,1250,0,1955,0,5033000
5,2,1910,8150,1,0,0,4,1010,900,1963,0,5005000
5,1.75,1880,4410,1,0,0,3,960,920,1963,0,4970000
3,1,970,7686,1,0,0,3,970,0,1956,0,4970000
3,1.5,1120,2800,1,0,0,5,1120,0,1956,0,4956000
3,1.5,1570,5948,1,0,0,4,1570,0,1956,0,4935000
3,1.5,1420,4200,1,0,0,4,1420,0,1956,0,4907000
3,1.75,1920,4520,1,0,0,3,1070,850,1950,0,4900000
4,2.5,2960,4095,2,0,0,3,2160,800,1900,0,4900000
3,1,1580,4120,2,0,0,3,1580,0,1905,0,4900000
7,4.25,4670,5400,2,0,2,3,4670,0,1992,0,4900000
3,1,1320,4770,1,0,0,4,1320,0,1954,0,4900000
3,2.5,2828,6300,2,0,0,3,2828,0,2013,0,4900000
3,1.5,1770,5800,1,0,0,3,1160,610,1959,0,4900000
3,2.75,2000,3000,1,0,0,5,1250,750,1960,0,4900000
4,1.75,1650,2970,1,0,0,3,1100,550,1977,0,4900000
3,1,1610,6720,1,0,0,3,1080,530,1976,0,4900000
4,2.5,2150,4646,1,0,0,5,1240,910,1976,0,4900000
4,2.5,2150,12900,1,0,0,5,1240,910,1976,0,4900000
3,1.75,1730,3420,1,0,0,4,1130,600,1976,0,4893000
3,1.75,1840,4995,1,0,0,4,1240,600,1976,0,4893000
2,1,1310,4350,1,0,0,4,940,370,1980,0,4865000
3,1.5,1460,4160,1,0,0,4,980,480,1980,0,4830000
4,2.75,2310,6040,1,0,0,4,1790,520,1989,0,4830000
5,2.5,2500,6862,1,0,0,3,1300,1200,1962,0,4830000
3,1.75,1770,4815,1,0,0,4,1770,0,1968,0,4830000
4,2.75,3150,7000,1,0,0,4,2250,900,1965,0,4795000
3,1.75,1460,8100,1,0,0,4,1460,0,1967,0,4795000
3,1,1230,3420,1,0,0,5,1230,0,1969,0,4767000
3,1,1200,9166,1,0,0,4,1200,0,1969,0,4760000
4,1.75,1610,6321,1,0,0,5,1610,0,1969,0,4760000
3,1.75,1170,10240,1,0,0,4,1170,0,1969,0,4760000
3,1,1230,6440,1,0,0,3,1230,0,1969,0,4753000
4,3.75,3490,5170,2,0,0,3,3490,0,2012,0,4690000
4,2.75,1560,6000,1,0,3,3,1060,500,1979,0,4690000
3,2.5,1940,3630,1,0,0,3,1420,520,1979,0,4690000
4,2.5,2770,9667,1,0,0,4,1940,830,1979,0,4690000
3,2.25,1560,5400,2,0,0,4,1560,0,1979,0,4690000
4,2.5,2240,4320,1,0,2,3,1310,930,1979,0,4690000
3,2.5,2200,3745,2,0,0,3,2200,0,1994,0,4655000
4,2.5,2240,4160,2,0,0,3,2240,0,1994,0,4620000
4,2.5,2280,3880,2,0,0,3,2280,0,1994,0,4620000
5,2,1940,5680,1,0,0,5,970,970,1945,0,4620000
3,1.75,1880,2870,1,0,0,4,1040,840,1945,0,4620000
4,1.5,1580,5010,1.5,0,0,3,1290,290,1945,0,4620000
4,2,2140,4510,2,0,0,3,1840,300,1945,0,4613000
4,2.5,3440,4000,2,0,0,3,3440,0,1994,0,4585000
3,2.5,1690,3840,2,0,0,4,1690,0,1992,0,4585000
4,2.75,2000,3760,2,0,0,4,2000,0,1992,0,4550000
3,2.5,2000,3640,2,0,0,4,2000,0,1993,0,4550000
3,2.5,1690,2550,2,0,0,4,1690,0,1992,0,4550000
3,2.5,2000,5320,2,0,0,4,2000,0,1992,0,4550000
3,2,1480,5360,1,0,0,4,1480,0,1992,0,4550000
3,2,1470,3520,1,0,0,4,1470,0,1992,0,4550000
4,2.5,1920,8400,2,0,0,3,1920,0,1992,0,4550000
4,2.5,2140,4100,2,0,0,3,2140,0,1992,0,4543000
3,2.5,1750,4990,1,0,0,3,1330,420,1993,0,4543000
3,2.5,1600,3510,2,0,0,4,1600,0,1993,0,4515000
3,1.75,1320,3450,1,0,0,3,870,450,1918,0,4515000
5,2,2060,9860,2,0,0,3,2060,0,1903,0,4515000
3,2.75,1360,3520,1,0,2,4,1140,220,1955,0,4515000
3,1,1220,4510,1,0,0,5,1220,0,1959,0,4480000
4,2.25,2120,5885,2,0,2,4,2120,0,1985,0,4480000
3,1.75,1590,4000,1,0,0,3,1140,450,1974,0,4480000
3,1.75,1840,8250,1,0,0,4,1220,620,1974,0,4480000
4,2.5,2160,4040,2,0,0,3,2160,0,1993,0,4480000
5,1.75,2080,6360,1,0,0,5,2080,0,1963,0,4473000
3,1,1130,3162,1,0,0,4,1130,0,1954,0,4473000
3,2.5,2529,3510,2,0,0,3,2529,0,2012,0,4473000
4,1.75,1870,3750,1,0,0,3,1070,800,1959,0,4445000
3,2.5,1940,3968,2,0,0,3,1940,0,1994,0,4410000
3,1.5,1240,4900,1,0,0,4,1240,0,1966,0,4410000
4,2.5,2927,2880,2,0,0,3,2927,0,2011,0,4403000
3,2,1770,4880,1,0,0,4,960,810,1954,0,4403000
4,2,1530,4920,2,0,0,3,1530,0,1942,1983,4403000
2,1,800,4950,1,0,0,4,800,0,1942,0,4382000
3,1.5,1500,3900,1,0,0,4,1500,0,1957,0,4375000
3,2.25,2560,4500,1,0,0,4,1280,1280,1977,0,4340000
4,1.75,2800,1905,1,0,0,4,1400,1400,1978,0,4340000
4,2,2020,4075,1.5,0,0,3,2020,0,1949,0,4340000
3,2.25,1680,3500,2,0,0,4,1680,0,1989,0,4340000
4,3.25,2930,6450,2,0,0,3,2930,0,2013,0,4340000
4,3.5,3290,4032,2,0,0,3,3290,0,2012,0,4319000
3,2,2570,4400,1,0,0,5,2570,0,1968,0,4305000
4,3.5,3980,10360,2,0,2,3,3980,0,2006,0,4305000
3,1.75,1430,3400,2,0,0,3,1430,0,1985,0,4277000
6,2,1900,6360,1,0,0,4,1170,730,1959,0,4270000
4,1,1300,6360,1.5,0,0,4,1300,0,1953,0,4270000
3,1,960,4500,1,0,0,3,960,0,1943,0,4270000
3,3,2480,2175,2,0,3,3,1730,750,1950,2005,4270000
5,3.25,3160,4360,2,0,2,3,2180,980,2005,0,4270000
4,2.75,2980,7770,1,0,0,4,1860,1120,1973,0,4270000
6,3.25,3560,6650,1.5,0,0,4,2760,800,1963,0,4235000
4,3.25,4670,2787,2,0,0,4,4670,0,1988,0,4235000
5,2.5,3150,5500,1,0,0,3,1800,1350,1975,0,4200000
5,3.5,5470,5040,2,0,0,3,4590,880,1976,0,4200000
6,3.75,4090,5850,2,0,0,3,3100,990,1984,0,4200000
4,3.25,3640,2610,2,0,0,3,3640,0,2005,0,4200000
3,2.5,1900,2953,2,0,0,3,1900,0,1971,2007,4200000
2,1,960,2747,1.5,0,0,3,960,0,1946,0,4200000
4,1.75,1440,4410,1,0,0,4,1440,0,1963,0,4200000
3,2.75,1750,4000,1,0,0,4,1170,580,1979,0,4200000
4,2.5,3960,2325,2,0,0,3,3960,0,2000,0,4200000
4,1.75,1890,4600,1,0,0,3,1260,630,1964,0,4200000
3,2.25,2880,3640,1,0,0,3,1710,1170,1970,0,4200000
3,1.75,1740,5800,1,0,0,3,1740,0,1959,0,4200000
4,2.5,2240,7000,2,0,0,3,2240,0,2005,0,4200000
2,1,1010,4079,1,0,0,4,1010,0,1944,0,4200000
2,1,1010,3520,1,0,0,4,1010,0,1944,0,4200000
3,1.75,1890,2145,2,0,0,4,1890,0,1952,0,4200000
3,2.5,1930,4500,1,0,0,4,1420,510,1961,0,4200000
4,2.25,2180,8250,1,0,0,5,1100,1080,1954,0,4193000
4,2.25,2180,3450,1,0,0,5,1100,1080,1954,0,4193000
4,2.75,2020,4840,1,0,0,5,1300,720,1961,0,4165000
2,1,810,4080,1,0,0,3,810,0,1928,0,4165000
4,2,1530,4046,1,0,0,3,1530,0,1955,0,4165000
